"COU","Country","POL","Pollutant","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,77.164,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,77.164,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,59.328,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,80.99,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,88.064,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,85.057,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,74.978,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,87.71,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,137.047,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,217.33,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,255.88,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,386.824,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,312.245,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,134.845,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,331.939,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,326.168,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,689.023,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,686.477,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,394.872,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,179.793,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,227.442,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,133.301,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,125.006,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,129.057,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,131.758,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,122.884,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,121.148,,
"DEU","Germany","NF3","Nitrogen trifluoride","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,164.36,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,117.332,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,113.119,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,107.847,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,106.722,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,104.922,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,104.556,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,106.754,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,103.621,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,102.729,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,99.607,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,101.814,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,99.988,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,100.102,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,98.52,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,96.277,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,97.615,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,94.582,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,94.874,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,87.691,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,92.457,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,89.841,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,90.42,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,92.754,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,88.409,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,88.781,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,89.188,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,87.435,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,83.967,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,78.703,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,72.002,,
"DEU","Germany","CO2","Carbon dioxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,75.511,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,158.765,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,154.206,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,158.833,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,150.966,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,156.226,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,151.239,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,155.402,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,147.37,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,112.215,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,101.512,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,105.629,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,103.329,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,102.66,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,107.198,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,102.755,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,100.708,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,108.806,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,105.329,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,106.385,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,84.529,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,84.558,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,84.946,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,85.359,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,86.851,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,86.706,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,86.285,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,84.835,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,81.248,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,79.049,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,76.75,,
"DEU","Germany","N2O","Nitrous oxide","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,76.272,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,313.554,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,272.022,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,246.685,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,231.281,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,196.764,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,214.057,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,209.779,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,170.416,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,183.86,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,153.689,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,91.049,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,98.905,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,106.187,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,102.457,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,88.099,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,70.788,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,62.335,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,59.506,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,42.6,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,36.174,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,29.185,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,25.215,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,26.68,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,24.337,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,25.361,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,26.157,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,26.645,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,29.973,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,24.027,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,21.446,,
"DEU","Germany","PFC","Perfluorocarbons","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,21.756,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,120.288,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,115.85,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,111.097,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,110.202,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,108.422,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,107.736,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,109.39,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,105.96,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,103.597,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,100.287,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,101.411,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,99.312,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,98.962,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,97.125,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,94.693,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,95.357,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,92.758,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,92.769,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,86.363,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,89.635,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2011","2011","IDX","Index","0","Units",,,87.244,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2012","2012","IDX","Index","0","Units",,,87.806,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2013","2013","IDX","Index","0","Units",,,89.744,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2014","2014","IDX","Index","0","Units",,,85.887,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2015","2015","IDX","Index","0","Units",,,86.201,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2016","2016","IDX","Index","0","Units",,,86.384,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2017","2017","IDX","Index","0","Units",,,84.752,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2018","2018","IDX","Index","0","Units",,,81.348,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2019","2019","IDX","Index","0","Units",,,76.393,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2020","2020","IDX","Index","0","Units",,,70.268,,
"DEU","Germany","GHG","Greenhouse gases","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2021","2021","IDX","Index","0","Units",,,73.098,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1990","1990","IDX","Index","0","Units",,,138.064,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1991","1991","IDX","Index","0","Units",,,131.427,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1992","1992","IDX","Index","0","Units",,,127.223,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1993","1993","IDX","Index","0","Units",,,127.968,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1994","1994","IDX","Index","0","Units",,,123.304,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1995","1995","IDX","Index","0","Units",,,120.392,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1996","1996","IDX","Index","0","Units",,,117.177,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1997","1997","IDX","Index","0","Units",,,111.844,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1998","1998","IDX","Index","0","Units",,,105.979,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","1999","1999","IDX","Index","0","Units",,,104.757,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2000","2000","IDX","Index","0","Units",,,100,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2001","2001","IDX","Index","0","Units",,,95.701,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2002","2002","IDX","Index","0","Units",,,90.803,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2003","2003","IDX","Index","0","Units",,,86.66,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2004","2004","IDX","Index","0","Units",,,79.617,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2005","2005","IDX","Index","0","Units",,,75.561,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2006","2006","IDX","Index","0","Units",,,70.965,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2007","2007","IDX","Index","0","Units",,,68.373,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2008","2008","IDX","Index","0","Units",,,66.942,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2009","2009","IDX","Index","0","Units",,,64.008,,
"DEU","Germany","CH4","Methane","INDEX_2000","Total GHG excl. LULUCF, Index 2000=100","2010","2010","IDX","Index","0","Units",,,62.574,,
